Time stamp,Date,Time,Month _num,Month,Day_of_week,Season,Day_type,Tariff type,Year,Price
21/04/2019 00:00,21/04/2019,0,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 01:00,21/04/2019,1,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 02:00,21/04/2019,2,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 03:00,21/04/2019,3,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 04:00,21/04/2019,4,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 05:00,21/04/2019,5,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
21/04/2019 06:00,21/04/2019,6,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 07:00,21/04/2019,7,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 08:00,21/04/2019,8,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 09:00,21/04/2019,9,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 10:00,21/04/2019,10,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 11:00,21/04/2019,11,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 12:00,21/04/2019,12,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 13:00,21/04/2019,13,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 14:00,21/04/2019,14,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 15:00,21/04/2019,15,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 16:00,21/04/2019,16,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 17:00,21/04/2019,17,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 18:00,21/04/2019,18,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 19:00,21/04/2019,19,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 20:00,21/04/2019,20,4,April,1,Summer,M_T_F,Peak,2019,1.8988
21/04/2019 21:00,21/04/2019,21,4,April,1,Summer,M_T_F,Peak,2019,1.8988
21/04/2019 22:00,21/04/2019,22,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
21/04/2019 23:00,21/04/2019,23,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 00:00,22/04/2019,0,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 01:00,22/04/2019,1,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 02:00,22/04/2019,2,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 03:00,22/04/2019,3,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 04:00,22/04/2019,4,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 05:00,22/04/2019,5,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
22/04/2019 06:00,22/04/2019,6,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 07:00,22/04/2019,7,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 08:00,22/04/2019,8,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 09:00,22/04/2019,9,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 10:00,22/04/2019,10,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 11:00,22/04/2019,11,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 12:00,22/04/2019,12,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 13:00,22/04/2019,13,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 14:00,22/04/2019,14,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 15:00,22/04/2019,15,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 16:00,22/04/2019,16,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 17:00,22/04/2019,17,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 18:00,22/04/2019,18,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 19:00,22/04/2019,19,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 20:00,22/04/2019,20,4,April,2,Summer,M_T_F,Peak,2019,1.8988
22/04/2019 21:00,22/04/2019,21,4,April,2,Summer,M_T_F,Peak,2019,1.8988
22/04/2019 22:00,22/04/2019,22,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
22/04/2019 23:00,22/04/2019,23,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 00:00,23/04/2019,0,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 01:00,23/04/2019,1,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 02:00,23/04/2019,2,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 03:00,23/04/2019,3,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 04:00,23/04/2019,4,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 05:00,23/04/2019,5,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
23/04/2019 06:00,23/04/2019,6,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 07:00,23/04/2019,7,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 08:00,23/04/2019,8,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 09:00,23/04/2019,9,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 10:00,23/04/2019,10,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 11:00,23/04/2019,11,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 12:00,23/04/2019,12,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 13:00,23/04/2019,13,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 14:00,23/04/2019,14,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 15:00,23/04/2019,15,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 16:00,23/04/2019,16,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 17:00,23/04/2019,17,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 18:00,23/04/2019,18,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 19:00,23/04/2019,19,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 20:00,23/04/2019,20,4,April,3,Summer,M_T_F,Peak,2019,1.8988
23/04/2019 21:00,23/04/2019,21,4,April,3,Summer,M_T_F,Peak,2019,1.8988
23/04/2019 22:00,23/04/2019,22,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
23/04/2019 23:00,23/04/2019,23,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 00:00,24/04/2019,0,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 01:00,24/04/2019,1,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 02:00,24/04/2019,2,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 03:00,24/04/2019,3,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 04:00,24/04/2019,4,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 05:00,24/04/2019,5,4,April,4,Summer,M_T_F,Base,2019,0.9420000000000001
24/04/2019 06:00,24/04/2019,6,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 07:00,24/04/2019,7,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 08:00,24/04/2019,8,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 09:00,24/04/2019,9,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 10:00,24/04/2019,10,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 11:00,24/04/2019,11,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 12:00,24/04/2019,12,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 13:00,24/04/2019,13,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 14:00,24/04/2019,14,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 15:00,24/04/2019,15,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 16:00,24/04/2019,16,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 17:00,24/04/2019,17,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 18:00,24/04/2019,18,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 19:00,24/04/2019,19,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 20:00,24/04/2019,20,4,April,4,Summer,M_T_F,Peak,2019,1.8988
24/04/2019 21:00,24/04/2019,21,4,April,4,Summer,M_T_F,Peak,2019,1.8988
24/04/2019 22:00,24/04/2019,22,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
24/04/2019 23:00,24/04/2019,23,4,April,4,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 00:00,25/04/2019,0,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 01:00,25/04/2019,1,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 02:00,25/04/2019,2,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 03:00,25/04/2019,3,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 04:00,25/04/2019,4,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 05:00,25/04/2019,5,4,April,5,Summer,M_T_F,Base,2019,0.9420000000000001
25/04/2019 06:00,25/04/2019,6,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 07:00,25/04/2019,7,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 08:00,25/04/2019,8,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 09:00,25/04/2019,9,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 10:00,25/04/2019,10,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 11:00,25/04/2019,11,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 12:00,25/04/2019,12,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 13:00,25/04/2019,13,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 14:00,25/04/2019,14,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 15:00,25/04/2019,15,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 16:00,25/04/2019,16,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 17:00,25/04/2019,17,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 18:00,25/04/2019,18,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 19:00,25/04/2019,19,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 20:00,25/04/2019,20,4,April,5,Summer,M_T_F,Peak,2019,1.8988
25/04/2019 21:00,25/04/2019,21,4,April,5,Summer,M_T_F,Peak,2019,1.8988
25/04/2019 22:00,25/04/2019,22,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
25/04/2019 23:00,25/04/2019,23,4,April,5,Summer,M_T_F,Intermediate,2019,1.6676
26/04/2019 00:00,26/04/2019,0,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 01:00,26/04/2019,1,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 02:00,26/04/2019,2,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 03:00,26/04/2019,3,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 04:00,26/04/2019,4,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 05:00,26/04/2019,5,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 06:00,26/04/2019,6,4,April,6,Summer,Sat,Base,2019,0.9420000000000001
26/04/2019 07:00,26/04/2019,7,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 08:00,26/04/2019,8,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 09:00,26/04/2019,9,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 10:00,26/04/2019,10,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 11:00,26/04/2019,11,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 12:00,26/04/2019,12,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 13:00,26/04/2019,13,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 14:00,26/04/2019,14,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 15:00,26/04/2019,15,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 16:00,26/04/2019,16,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 17:00,26/04/2019,17,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 18:00,26/04/2019,18,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 19:00,26/04/2019,19,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 20:00,26/04/2019,20,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 21:00,26/04/2019,21,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 22:00,26/04/2019,22,4,April,6,Summer,Sat,Intermediate,2019,1.6676
26/04/2019 23:00,26/04/2019,23,4,April,6,Summer,Sat,Intermediate,2019,1.6676
27/04/2019 00:00,27/04/2019,0,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 01:00,27/04/2019,1,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 02:00,27/04/2019,2,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 03:00,27/04/2019,3,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 04:00,27/04/2019,4,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 05:00,27/04/2019,5,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 06:00,27/04/2019,6,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 07:00,27/04/2019,7,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 08:00,27/04/2019,8,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 09:00,27/04/2019,9,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 10:00,27/04/2019,10,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 11:00,27/04/2019,11,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 12:00,27/04/2019,12,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 13:00,27/04/2019,13,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 14:00,27/04/2019,14,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 15:00,27/04/2019,15,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 16:00,27/04/2019,16,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 17:00,27/04/2019,17,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 18:00,27/04/2019,18,4,April,7,Summer,Sun,Base,2019,0.9420000000000001
27/04/2019 19:00,27/04/2019,19,4,April,7,Summer,Sun,Intermediate,2019,1.6676
27/04/2019 20:00,27/04/2019,20,4,April,7,Summer,Sun,Intermediate,2019,1.6676
27/04/2019 21:00,27/04/2019,21,4,April,7,Summer,Sun,Intermediate,2019,1.6676
27/04/2019 22:00,27/04/2019,22,4,April,7,Summer,Sun,Intermediate,2019,1.6676
27/04/2019 23:00,27/04/2019,23,4,April,7,Summer,Sun,Intermediate,2019,1.6676
28/04/2019 00:00,28/04/2019,0,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 01:00,28/04/2019,1,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 02:00,28/04/2019,2,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 03:00,28/04/2019,3,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 04:00,28/04/2019,4,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 05:00,28/04/2019,5,4,April,1,Summer,M_T_F,Base,2019,0.9420000000000001
28/04/2019 06:00,28/04/2019,6,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 07:00,28/04/2019,7,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 08:00,28/04/2019,8,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 09:00,28/04/2019,9,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 10:00,28/04/2019,10,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 11:00,28/04/2019,11,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 12:00,28/04/2019,12,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 13:00,28/04/2019,13,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 14:00,28/04/2019,14,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 15:00,28/04/2019,15,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 16:00,28/04/2019,16,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 17:00,28/04/2019,17,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 18:00,28/04/2019,18,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 19:00,28/04/2019,19,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 20:00,28/04/2019,20,4,April,1,Summer,M_T_F,Peak,2019,1.8988
28/04/2019 21:00,28/04/2019,21,4,April,1,Summer,M_T_F,Peak,2019,1.8988
28/04/2019 22:00,28/04/2019,22,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
28/04/2019 23:00,28/04/2019,23,4,April,1,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 00:00,29/04/2019,0,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 01:00,29/04/2019,1,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 02:00,29/04/2019,2,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 03:00,29/04/2019,3,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 04:00,29/04/2019,4,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 05:00,29/04/2019,5,4,April,2,Summer,M_T_F,Base,2019,0.9420000000000001
29/04/2019 06:00,29/04/2019,6,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 07:00,29/04/2019,7,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 08:00,29/04/2019,8,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 09:00,29/04/2019,9,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 10:00,29/04/2019,10,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 11:00,29/04/2019,11,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 12:00,29/04/2019,12,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 13:00,29/04/2019,13,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 14:00,29/04/2019,14,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 15:00,29/04/2019,15,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 16:00,29/04/2019,16,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 17:00,29/04/2019,17,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 18:00,29/04/2019,18,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 19:00,29/04/2019,19,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 20:00,29/04/2019,20,4,April,2,Summer,M_T_F,Peak,2019,1.8988
29/04/2019 21:00,29/04/2019,21,4,April,2,Summer,M_T_F,Peak,2019,1.8988
29/04/2019 22:00,29/04/2019,22,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
29/04/2019 23:00,29/04/2019,23,4,April,2,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 00:00,30/04/2019,0,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 01:00,30/04/2019,1,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 02:00,30/04/2019,2,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 03:00,30/04/2019,3,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 04:00,30/04/2019,4,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 05:00,30/04/2019,5,4,April,3,Summer,M_T_F,Base,2019,0.9420000000000001
30/04/2019 06:00,30/04/2019,6,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 07:00,30/04/2019,7,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 08:00,30/04/2019,8,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 09:00,30/04/2019,9,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 10:00,30/04/2019,10,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 11:00,30/04/2019,11,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 12:00,30/04/2019,12,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 13:00,30/04/2019,13,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 14:00,30/04/2019,14,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 15:00,30/04/2019,15,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 16:00,30/04/2019,16,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 17:00,30/04/2019,17,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 18:00,30/04/2019,18,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 19:00,30/04/2019,19,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 20:00,30/04/2019,20,4,April,3,Summer,M_T_F,Peak,2019,1.8988
30/04/2019 21:00,30/04/2019,21,4,April,3,Summer,M_T_F,Peak,2019,1.8988
30/04/2019 22:00,30/04/2019,22,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
30/04/2019 23:00,30/04/2019,23,4,April,3,Summer,M_T_F,Intermediate,2019,1.6676
01/05/2019 00:00,01/05/2019,0,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 01:00,01/05/2019,1,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 02:00,01/05/2019,2,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 03:00,01/05/2019,3,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 04:00,01/05/2019,4,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 05:00,01/05/2019,5,5,May,4,Summer,M_T_F,Base,2019,0.9570000000000001
01/05/2019 06:00,01/05/2019,6,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 07:00,01/05/2019,7,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 08:00,01/05/2019,8,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 09:00,01/05/2019,9,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 10:00,01/05/2019,10,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 11:00,01/05/2019,11,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 12:00,01/05/2019,12,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 13:00,01/05/2019,13,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 14:00,01/05/2019,14,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 15:00,01/05/2019,15,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 16:00,01/05/2019,16,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 17:00,01/05/2019,17,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 18:00,01/05/2019,18,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 19:00,01/05/2019,19,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 20:00,01/05/2019,20,5,May,4,Summer,M_T_F,Peak,2019,1.9326
01/05/2019 21:00,01/05/2019,21,5,May,4,Summer,M_T_F,Peak,2019,1.9326
01/05/2019 22:00,01/05/2019,22,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
01/05/2019 23:00,01/05/2019,23,5,May,4,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 00:00,02/05/2019,0,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 01:00,02/05/2019,1,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 02:00,02/05/2019,2,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 03:00,02/05/2019,3,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 04:00,02/05/2019,4,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 05:00,02/05/2019,5,5,May,5,Summer,M_T_F,Base,2019,0.9570000000000001
02/05/2019 06:00,02/05/2019,6,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 07:00,02/05/2019,7,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 08:00,02/05/2019,8,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 09:00,02/05/2019,9,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 10:00,02/05/2019,10,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 11:00,02/05/2019,11,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 12:00,02/05/2019,12,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 13:00,02/05/2019,13,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
02/05/2019 14:00,02/05/2019,14,5,May,5,Summer,M_T_F,Intermediate,2019,1.6967
